movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
Meri Beti Mera Mann, 27 May 2016 , 127 min  ,Drama,Disaster,2,"1,750",None,None,None,None,None,"99,750","1,00,000","1,00,000"
Fun... Can Be Dangerous Sometimes, 25 Feb 2005 , 138 min  ,Thriller,Flop,115,"8,74,000","2,00,00,000","25,00,000","69,00,000","1,11,50,000","99,36,000","1,60,56,000","3,29,00,000","3,30,74,000"
Phhir, 12 Aug 2011 , 98 min  ,Mystery,Disaster,550,"3,06,000","6,00,00,000","36,00,000","1,18,00,000","1,70,00,000","1,58,12,000","2,27,80,000","2,48,00,000","2,48,00,000"
Filmi Duniya, 19 Jul 2013 , 138 min  ,Drama,Disaster,5,"10,050","50,00,000","50,000","1,50,000","2,00,000","2,13,000","2,84,000","4,25,000","4,25,000"
Shahrukh Bola Kubsoorat Hai Tu, 19 Nov 2010 , 109 min  ,Comedy,Disaster,90,"6,150","3,50,00,000","1,00,000","3,00,000","4,25,000","4,14,000","5,86,500","6,00,000","6,00,000"
Humein Haq Chahiye Haq Se, 3 Nov 2017 , 115 min  ,Drama,Disaster,10,"3,850",None,None,None,None,None,"3,38,250","3,37,500","3,37,500"
Tadapti Jawaani, 3 Feb 2006 , 105 min  ,Adult,Disaster,1,"62,400","20,00,000",None,None,None,None,"16,53,750","16,50,000","16,50,000"
Laal Rang, 22 Apr 2016 , 150 min  ,Drama,Disaster,825,"2,21,000","10,00,00,000","35,00,000","1,21,00,000","1,84,00,000","1,68,19,000","2,55,76,000","2,68,00,000","2,68,00,000"
Tum Se Achcha Kaun Hai, 26 Apr 2002 , 150 min  ,Love Story,Disaster,110,"11,47,000","5,00,00,000","20,00,000","62,00,000","1,02,25,000","1,02,92,000","1,69,73,500","3,11,00,000","3,12,47,000"
Golden Calender, 12 Jun 2015 , 106 min  ,Horror,Disaster,3,"7,800",None,None,None,None,None,"5,73,750","5,75,000","5,75,000"
Bholi Bhali Ladki, 31 Aug 2001 , 121 min  ,Drama,Disaster,1,"55,000","20,00,000",None,None,None,None,"10,00,500","10,00,000","10,00,000"
Khullam Khulla Pyaar Karen, 29 Apr 2005 , 142 min  ,Comedy,Disaster,60,"3,10,000","6,75,00,000","11,00,000","29,00,000","43,00,000","49,59,000","69,75,000","1,07,00,000","1,17,87,500"
Honour Killing, 4 Apr 2014 , 146 min  ,Drama,Disaster,35,"14,100",None,None,None,None,None,"7,48,000","7,50,000","7,50,000"
Ek Aur Maut, 25 Feb 2000 , 108 min  ,Mystery,Disaster,3,"19,300","10,00,000",None,None,None,None,"3,26,000","3,25,000","3,25,000"
Durga, 29 Mar 2002 , 147 min  ,Action,Disaster,105,"8,82,000","3,00,00,000",None,None,"1,00,50,000",None,"1,62,81,000","2,48,00,000","2,48,68,250"
Main Shahrukh Khan Banna Chahata Hoon, 31 Oct 2014 , 101 min  ,Drama,Disaster,5,"3,375",None,None,None,None,None,"1,75,000","1,75,000","1,75,000"
Drona, 2 Oct 2008 , 144 min  ,Action,Disaster,750,"19,08,000","43,00,00,000","1,79,00,000","4,00,00,000","7,67,00,000","8,39,20,000","15,07,73,000","12,45,00,000","18,06,60,000"
Thoda Tum Badlo Thoda Hum, 2 Jul 2004 , 0 min  ,Love Story,Disaster,40,"1,00,000","2,00,00,000","6,50,000","20,00,000","30,50,000","27,80,000","42,39,500","56,00,000","56,00,000"
Kurukshetra, 10 Nov 2000 , 134 min  ,Action,Average,260,"79,69,000","8,75,00,000","81,00,000","2,38,00,000","4,39,00,000","4,44,29,500","8,02,68,500","18,84,00,000","19,86,85,000"
Chupp, 14 Feb 1997 , 116 min  ,Mystery,Disaster,15,"3,78,000","1,00,00,000",None,None,None,None,"53,07,000","53,00,000","53,00,000"
Kal Kissne Dekha, 12 Jun 2009 , 138 min  ,Comedy,Disaster,475,"11,18,000","21,00,00,000","1,03,00,000","3,34,00,000","4,75,00,000","4,80,12,000","6,84,30,000","7,82,00,000","8,25,20,000"
Love U Family, 9 Jun 2017 , 136 min  ,Drama,Disaster,65,"3,800",None,None,None,None,None,"5,60,000","5,60,000","5,60,000"
The Last Horror, 30 Oct 2015 , 105 min  ,Horror,Disaster,10,"11,100",None,None,None,None,None,"7,99,250","8,00,000","8,00,000"
Delhi Mere Baap Ki, 7 Oct 2016 , 113 min  ,Drama,Disaster,12,"3,375",None,None,None,None,None,"3,99,000","4,00,000","4,00,000"
Vaade Iraade, 2 Dec 1994 , 131 min  ,Love Story,Disaster,1,"71,300","35,00,000",None,None,None,None,"9,02,750","9,00,000","9,00,000"
Mr. 100% - The Real Player, 10 Mar 2006 , 128 min  ,Drama,Disaster,25,"1,27,500","2,25,00,000","4,75,000","15,25,000","22,00,000","21,50,250","31,02,000","44,00,000","44,00,000"
O Teri, 28 Mar 2014 , 107 min  ,Comedy,Disaster,900,"3,99,000","15,00,00,000",None,None,"3,54,00,000",None,"4,70,82,000","4,82,00,000","4,82,00,000"
Deewana Mastana, 10 Oct 1997 , 139 min  ,Comedy,Hit,230,"1,20,84,000","7,00,00,000","72,00,000","2,23,00,000","4,14,00,000","3,81,33,000","7,07,94,000","23,25,00,000","24,33,75,000"
Malika - The Fire, 26 Sep 2008 , 71 min  ,Adult,Disaster,1,"19,600","15,00,000",None,None,None,None,"5,76,000","5,75,000","5,75,000"
The Orunasol Man, 15 Dec 2017 , 0 min  ,Action,Disaster,4,"1,425",None,None,None,None,None,"1,25,000","1,25,000","1,25,000"
Taqdeerwala, 12 May 1995 , 165 min  ,Masala,Flop,130,"42,83,000","2,75,00,000","30,00,000","89,00,000","1,53,25,000","1,48,63,000","2,55,92,750","5,73,00,000","5,76,78,000"
Yeh Ishq.....Nahin, 21 Oct 2011 , 90 min  ,Drama,Disaster,3,"5,900","45,00,000","20,000","70,000","1,00,000","1,12,000","1,60,000","2,00,000","2,00,000"
Kuchh Meetha Ho Jaye, 15 Apr 2005 , 125 min  ,Rom - Com,Disaster,90,"2,20,000","4,00,00,000","18,00,000","56,00,000","85,00,000","85,33,000","1,29,86,250","1,57,00,000","1,66,62,500"
Tere Ishq Mein Qurbaan, 3 Apr 2015 , 146 min  ,Drama,Disaster,20,"17,900",None,None,None,None,None,"7,02,000","7,00,000","7,00,000"
Jaal - The Trap, 18 Jul 2003 , 157 min  ,Action,Flop,350,"35,58,000","12,00,00,000","1,09,00,000","2,97,00,000","4,62,00,000","4,93,38,250","7,64,65,750","11,05,00,000","11,62,81,250"
The Telephone, 26 Jan 2001 , 0 min  ,Drama,Disaster,1,"13,300","15,00,000",None,None,None,None,"2,25,000","2,25,000","2,25,000"
Kisaan, 28 Aug 2009 , 102 min  ,Drama,Disaster,525,"3,38,000","15,00,00,000","34,00,000","1,09,00,000","1,52,00,000","1,64,02,000","2,31,31,000","2,27,00,000","2,76,00,000"
Swades, 17 Dec 2004 , 210 min  ,Drama,Flop,350,"47,45,000","22,00,00,000","1,63,00,000","5,15,00,000","8,28,00,000","11,31,75,000","17,41,80,000","23,64,00,000","34,64,00,000"
Phir Wohi Awaaz, 20 Mar 1998 , 0 min  ,Mystery,Disaster,2,"60,900","15,00,000",None,None,None,None,"9,51,500","9,50,000","9,50,000"
Aahat - Ek Ajib Kahani, 26 Feb 2010 , 0 min  ,Drama,Disaster,10,"6,475","25,00,000","45,000","1,25,000","1,50,000","1,78,750","2,14,500","2,50,000","2,50,000"
Myoho, 14 Dec 2012 , 120 min  ,Drama,Disaster,25,"3,025","1,25,00,000","50,000","1,50,000","2,10,000","2,01,000","2,81,400","3,15,000","3,15,000"
Brahmaand Nayak Sai Baba, 30 Sep 2016 , 112 min  ,Devotional,Disaster,3,"1,775",None,None,None,None,None,"1,40,000","1,40,000","1,40,000"
Saathi - The Companion, 7 Oct 2005 , 105 min  ,Drama,Disaster,5,"9,525","60,00,000","50,000","1,50,000","2,00,000","2,10,000","2,80,000","3,50,000","3,50,000"
Ek Second... Jo Zindagi Badal De?, 11 Jun 2010 , 123 min  ,Thriller,Disaster,175,"60,300","2,75,00,000","7,00,000","22,00,000","30,50,000","30,58,000","42,39,500","44,00,000","44,00,000"
Juaari, 8 Jul 1994 , 145 min  ,Action,Flop,90,"32,65,000","1,25,00,000","18,00,000","52,00,000","88,50,000","94,64,000","1,61,07,000","3,18,00,000","3,19,89,000"
Tubelight, 23 Jun 2017 , 136 min  ,Drama,Below Average,4400,"1,15,74,000","1,35,00,00,000","20,55,00,000","61,53,00,000","1,02,57,00,000","1,08,61,26,000","1,78,89,84,000","1,56,39,00,000","2,07,99,00,000"
Toss, 28 Aug 2009 , 150 min  ,Thriller,Disaster,100,"23,800","3,00,00,000","3,25,000","10,00,000","13,50,000","13,70,000","18,49,500","19,50,000","19,50,000"
Jai Mahalaxmi Maa, 24 Jan 1997 , 0 min  ,Devotional,Disaster,12,"1,37,500","35,00,000",None,None,None,None,"19,47,000","19,50,000","19,50,000"
Dillagi, 19 Nov 1999 , 184 min  ,Love Story,Flop,245,"74,82,000","14,00,00,000","90,00,000","2,65,00,000","4,78,00,000","5,63,60,000","9,77,90,000","17,87,00,000","21,21,95,000"
Kunwari Chudail, 11 Jan 2002 , 109 min  ,Drama,Disaster,1,"79,900","15,00,000",None,None,None,None,"10,98,500","11,00,000","11,00,000"
Prithvi, 29 Aug 1997 , 139 min  ,Action,Flop,175,"43,86,000","5,00,00,000","50,00,000","1,41,00,000","2,41,50,000","2,43,93,000","4,17,79,500","7,54,00,000","7,68,60,000"
Neighbours, 14 Mar 2014 , 123 min  ,Horror,Disaster,225,"86,200","1,75,00,000","8,00,000","25,00,000","39,75,000","34,00,000","54,06,000","59,00,000","59,00,000"
Mumbai Aadhi Raat Mein, 7 Apr 2006 , 0 min  ,Adult,Disaster,2,"2,675","25,00,000",None,None,"50,000",None,"72,500","72,500","72,500"
Manchali Padosan, 25 Sep 2015 , 0 min  ,Adult,Disaster,2,"22,700",None,None,None,None,None,"11,02,500","11,00,000","11,00,000"
Team - The Force, 5 Jun 2009 , 129 min  ,Comedy,Disaster,325,"3,37,000","8,00,00,000","29,00,000","95,00,000","1,38,50,000","1,30,15,000","1,89,74,500","2,19,00,000","2,19,00,000"
Pyaar Kaa Din - Love Day, 21 Oct 2016 , 141 min  ,Drama,Disaster,20,"2,225",None,None,None,None,None,"1,75,000","1,75,000","1,75,000"
Ooops A Desi, 23 Aug 2013 , 126 min  ,Thriller,Disaster,30,"3,950","1,50,00,000","75,000","2,50,000","3,25,000","3,40,000","4,42,000","4,75,000","4,75,000"
Dobara, 24 Sep 2004 , 136 min  ,Drama,Disaster,55,"1,41,000","3,00,00,000","8,50,000","22,00,000","31,50,000","32,34,000","46,30,500","55,00,000","55,00,000"
Ek - The Power Of One, 27 Mar 2009 , 139 min  ,Action,Disaster,650,"14,12,000","21,00,00,000","1,00,00,000","3,22,00,000","4,71,00,000","4,66,64,000","6,83,52,000","8,64,00,000","9,15,00,000"
Shaheed-E-Kargil - A True Story, 26 Jan 2001 , 0 min  ,Drama,Disaster,1,"29,100","25,00,000",None,None,None,None,"5,01,000","5,00,000","5,00,000"
Out Of Control, 21 Nov 2003 , 134 min  ,Comedy,Flop,250,"19,13,000","5,25,00,000","72,00,000","2,15,00,000","3,31,00,000","3,63,53,750","5,70,72,250","7,18,00,000","8,14,07,500"
Ye Stupid Pyar, 9 Dec 2011 , 104 min  ,Love Story,Disaster,20,"1,875","1,00,00,000",None,None,"1,60,000",None,"2,11,200","2,25,000","2,25,000"
Shaukkeen, 3 Jun 2005 , 72 min  ,Adult,Disaster,6,"97,700","25,00,000",None,None,None,None,"27,93,000","28,00,000","28,00,000"
Anokha Andaaz, 12 May 1995 , 148 min  ,Love Story,Disaster,20,"3,05,000","85,00,000",None,None,None,None,"36,96,000","37,00,000","37,31,500"
Kabaddi, 5 Jan 2018 , 0 min  ,Drama,Disaster,15,--,None,None,None,None,None,"2,15,250","2,15,000","2,15,000"
Maya Ya Maut, 15 Aug 2008 , 102 min  ,Adult,Disaster,2,"23,000","20,00,000",None,None,None,None,"6,48,000","6,50,000","6,50,000"
U Bomsi N Me, 21 Oct 2005 , 130 min  ,Drama,Disaster,10,"2,050","30,00,000",None,None,"1,00,000",None,"1,44,000","1,80,000","1,80,000"
The Power Of Vardi, 15 Dec 2017 , 115 min  ,Action,Disaster,5,"7,750",None,None,None,None,None,"4,23,500","4,25,000","4,25,000"
Bird Idol, 23 Apr 2010 , 104 min  ,Animation,Disaster,40,"13,350","2,50,00,000","2,25,000","7,00,000","9,50,000","9,66,000","13,11,000","13,50,000","13,50,000"
Ishq Samundar, 9 Sep 2016 , 134 min  ,Love Story,Disaster,1,"3,975",None,None,None,None,None,"3,26,000","3,25,000","3,25,000"
Dehraadun Diary, 4 Jan 2013 , 111 min  ,Thriller,Disaster,175,"30,900","4,25,00,000","5,50,000","17,50,000","24,70,000","23,62,500","33,34,500","34,00,000","34,00,000"
Dhara 302, 26 Feb 2016 , 148 min  ,Drama,Disaster,25,"6,175",None,None,None,None,None,"7,00,000","7,00,000","7,00,000"
Dedh Ishqiya, 10 Jan 2014 , 152 min  ,Rom - Com,Flop,1250,"27,94,000","37,00,00,000","2,52,00,000","10,77,00,000","18,24,00,000","18,07,56,000","29,54,82,000","33,58,00,000","40,83,70,000"
2001 - Do Hazaar Ek, 20 Feb 1998 , 127 min  ,Mystery,Flop,110,"25,07,000","3,25,00,000","26,00,000","74,00,000","1,28,50,000","1,29,97,000","2,25,42,500","4,40,00,000","4,47,80,000"
Zid, 28 Nov 2014 , 128 min  ,Thriller,Flop,1200,"8,38,000","10,00,00,000","1,04,00,000","3,30,00,000","5,26,00,000","4,45,50,000","7,10,10,000","8,15,00,000","8,15,00,000"
Charas - A Joint Effort, 7 May 2004 , 140 min  ,Thriller,Disaster,150,"5,45,000","5,50,00,000","38,00,000","96,00,000","1,37,00,000","1,40,16,000","2,00,02,000","2,44,00,000","2,44,00,000"
Kahani Ek Sangharsh Ki, 26 Sep 2014 , 158 min  ,Drama,Disaster,1,"4,300","20,00,000",None,None,None,None,"1,25,000","1,25,000","1,25,000"
Angoori Bane Angaara, 13 Mar 2015 , 104 min  ,Drama,Disaster,10,"12,500",None,None,None,None,None,"4,76,000","4,75,000","4,75,000"
Censor, 6 Apr 2001 , 169 min  ,Drama,Disaster,40,"2,70,000","1,75,00,000","8,50,000","21,00,000","31,00,000","38,03,750","55,97,250","67,00,000","71,20,750"
Pyaasi Naagin, 27 Feb 2004 , 80 min  ,Drama,Disaster,5,"1,03,000","20,00,000",None,None,None,None,"23,55,000","23,50,000","23,50,000"
Romeo-N-Bullet, 14 Apr 2017 , 116 min  ,Drama,Disaster,25,"6,675",None,None,None,None,None,"5,00,500","5,00,000","5,00,000"
Parveen Bobby, 13 Jul 2007 , 120 min  ,Adult,Disaster,1,"69,300","70,00,000",None,None,None,None,"21,00,000","21,00,000","21,00,000"
Kajarya, 4 Dec 2015 , 132 min  ,Drama,Disaster,30,"1,350",None,None,None,None,None,"3,12,750","3,12,500","3,12,500"
Sarthak, 16 Dec 2016 , 99 min  ,Drama,Disaster,1,475,None,None,None,None,None,"35,000","35,000","35,000"
Yeshu Palanhar, 9 Nov 2012 , 0 min  ,Drama,Disaster,5,"2,525","25,00,000","20,000","60,000","75,000","79,800","99,750","1,00,000","1,00,000"
Mammo, 3 Mar 1995 , 130 min  ,Drama,Disaster,2,"6,500","15,00,000",None,None,None,None,"2,25,000","2,25,000","2,25,000"
Citylights, 30 May 2014 , 126 min  ,Drama,Flop,450,"6,48,000","9,00,00,000","65,00,000","3,47,00,000","5,65,00,000","4,71,92,000","7,68,40,000","8,99,00,000","8,99,00,000"
Oh Meri Jaan, 21 Mar 2003 , 0 min  ,Drama,Disaster,1,"37,200","15,00,000",None,None,None,None,"8,25,000","8,25,000","8,25,000"
Hawaizaada, 30 Jan 2015 , 157 min  ,Drama,Disaster,900,"3,48,000","24,00,00,000","62,00,000","2,33,00,000","3,44,00,000","3,75,76,000","5,43,98,000","4,66,00,000","5,59,00,000"
Kajraare, 15 Oct 2010 , 113 min  ,Love Story,Disaster,2,"1,375","12,00,00,000",None,None,None,None,"70,000","70,000","70,000"
Dil Dhadakne Do, 5 Jun 2015 , 170 min  ,Drama,Below Average,2300,"69,61,000","83,00,00,000","9,69,00,000","35,34,00,000","53,79,00,000","68,20,18,500","98,27,98,500","1,00,62,00,000","1,44,79,87,500"
Naari Ek Khilona, 21 Jan 2005 , 101 min  ,Drama,Disaster,1,"36,100","55,00,000",None,None,None,None,"8,76,000","8,75,000","8,75,000"
Hum Tum Shabana, 30 Sep 2011 , 124 min  ,Comedy,Disaster,475,"2,07,000","12,00,00,000","30,00,000","98,00,000","1,35,50,000","1,33,28,000","1,84,28,000","1,92,00,000","1,92,00,000"
Veerappan, 27 May 2016 , 125 min  ,Drama,Disaster,1200,"7,83,000","14,00,00,000","1,23,00,000","4,06,00,000","6,16,00,000","5,72,46,000","8,68,56,000","9,03,00,000","9,03,00,000"
Main Madhuri Dixit Banna Chahti Hoon, 10 Oct 2003 , 142 min  ,Drama,Disaster,105,"4,96,000","2,50,00,000","21,00,000","62,00,000","96,50,000","93,62,000","1,45,71,500","2,21,00,000","2,21,00,000"
Well Done Abba, 26 Mar 2010 , 144 min  ,Drama,Flop,325,"4,49,000","6,00,00,000","25,00,000","1,22,00,000","1,97,00,000","1,67,14,000","2,69,89,000","4,23,00,000","4,23,00,000"
Tumse Pyar Hai, 17 Jan 2014 , 114 min  ,Love Story,Disaster,5,"8,700",None,None,None,None,None,"3,50,000","3,50,000","3,50,000"
Shaadi Ke Side Effects, 28 Feb 2014 , 145 min  ,Rom - Com,Flop,1900,"38,41,000","43,00,00,000","5,66,00,000","21,17,00,000","30,80,00,000","39,19,18,000","55,29,40,000","51,18,00,000","69,63,00,000"
Kalyug, 9 Dec 2005 , 126 min  ,Drama,Semi Hit,225,"21,03,000","4,00,00,000","68,00,000","1,97,00,000","3,17,50,000","2,79,74,000","4,50,85,000","10,23,00,000","10,26,22,000"
Thoda Luft Thoda Ishq, 10 Jul 2015 , 92 min  ,Drama,Disaster,50,"4,000",None,None,None,None,None,"5,00,500","5,00,000","5,00,000"
Pardesi Re, 22 Nov 2002 , 148 min  ,Drama,Disaster,15,"69,300","80,00,000","2,00,000","6,50,000","9,00,000","9,49,000","13,14,000","16,75,000","16,75,000"
Kaalo, 17 Dec 2010 , 82 min  ,Horror,Disaster,200,"32,100","4,00,00,000","4,25,000","14,75,000","20,50,000","20,06,000","27,88,000","30,25,000","30,25,000"
Devaki, 6 Jan 2006 , 89 min  ,Drama,Disaster,15,"4,500","1,25,00,000","50,000","1,50,000","2,00,000","2,23,500","2,98,000","3,50,000","3,50,000"
Hide & Seek, 12 Mar 2010 , 102 min  ,Thriller,Disaster,275,"75,500","4,00,00,000","10,00,000","33,00,000","45,50,000","45,54,000","62,79,000","64,00,000","64,00,000"
Woh Bangaya Killer, 24 Nov 2017 , 141 min  ,Action,Disaster,2,"2,275",None,None,None,None,None,"1,20,000","1,20,000","1,20,000"
Sau Jhooth Ek Sach, 16 Sep 2005 , 113 min  ,Drama,Disaster,3,"3,125","50,00,000","25,000","75,000","1,00,000","1,08,000","1,44,000","1,80,000","1,80,000"
Jugni, 22 Jan 2016 , 113 min  ,Drama,Disaster,150,"10,900",None,"2,00,000","9,00,000","13,05,000","12,51,000","18,13,950","19,50,000","19,50,000"
Talaashi, 2 May 2003 , 169 min  ,Thriller,Disaster,10,"25,800","1,75,00,000","1,00,000","2,75,000","4,00,000","4,23,500","6,16,000","10,00,000","10,00,000"
Mera Saaya, 15 Jun 2001 , 119 min  ,Drama,Disaster,2,"54,100","30,00,000",None,None,None,None,"9,77,500","9,75,000","9,75,000"
Ganga Ki Kasam, 4 Jun 1999 , 124 min  ,Action,Flop,110,"14,82,000","2,25,00,000","22,00,000","56,00,000","90,50,000","95,76,000","1,54,75,500","2,55,00,000","2,57,58,000"
Hum Tum, 28 May 2004 , 147 min  ,Love Story,Hit,225,"58,53,000","8,50,00,000","1,23,00,000","4,04,00,000","7,49,00,000","8,90,14,000","15,25,79,000","31,58,00,000","42,63,65,000"
Blue, 16 Oct 2009 , 119 min  ,Action,Flop,1500,"69,36,000","80,00,00,000","5,83,00,000","18,07,00,000","29,72,00,000","31,28,14,500","49,20,67,000","52,59,00,000","63,92,12,500"
Qayamat, 11 Jul 2003 , 155 min  ,Action,Average,425,"83,93,000","16,00,00,000","1,87,00,000","5,34,00,000","9,08,00,000","8,83,64,000","14,90,08,000","27,19,00,000","28,52,40,000"
Huff! It's Too Much, 8 Nov 2013 , 100 min  ,Rom - Com,Disaster,25,"2,900","3,50,00,000","50,000","1,75,000","2,40,000","2,41,500","3,31,200","4,00,000","4,00,000"
Chargesheet, 30 Sep 2011 , 121 min  ,Mystery,Disaster,75,"7,350","3,25,00,000","90,000","2,65,000","3,60,000","3,63,050","4,93,200","5,75,000","5,75,000"
Wafaa, 19 Dec 2008 , 119 min  ,Drama,Disaster,55,"1,25,000","2,00,00,000","5,25,000","16,00,000","23,00,000","22,72,000","32,66,000","48,00,000","48,00,000"
Gupt, 4 Jul 1997 , 163 min  ,Thriller,Hit,250,"1,74,86,000","9,50,00,000","96,00,000","2,78,00,000","5,34,50,000","4,83,72,000","9,30,03,000","31,72,00,000","33,23,93,750"
Firaaq, 20 Mar 2009 , 102 min  ,Drama,Disaster,200,"1,76,000","6,50,00,000","19,00,000","62,00,000","88,00,000","84,32,000","1,19,68,000","1,57,00,000","1,57,00,000"
31st Night, 11 Apr 2014 , 80 min  ,Drama,Disaster,1,875,"20,00,000",None,None,None,None,"36,000","36,000","36,000"
Kshay, 15 Jun 2012 , 93 min  ,Drama,Disaster,10,"3,500","15,00,000","1,00,000","3,25,000","3,95,000","4,42,000","5,37,200","5,70,000","5,70,000"
Ikke Pe Ikka, 21 Oct 1994 , 137 min  ,Comedy,Disaster,85,"12,98,000","1,00,00,000","11,25,000","33,00,000","54,00,000","55,77,000","91,26,000","1,33,00,000","1,35,83,500"
Chaatwali, 27 Nov 2009 , 99 min  ,Adult,Disaster,1,"35,800","10,00,000",None,None,None,None,"10,72,500","10,75,000","10,75,000"
Aasra, 2 Dec 2016 , 127 min  ,Drama,Disaster,12,"1,850",None,None,None,None,None,"1,40,000","1,40,000","1,40,000"
Mere Sai Ram, 30 Oct 2015 , 132 min  ,Devotional,Disaster,10,"1,850",None,None,None,None,None,"1,45,000","1,45,000","1,45,000"
Indu Sarkar, 28 Jul 2017 , 139 min  ,Drama,Flop,875,"3,96,000","12,00,00,000","78,00,000","2,99,00,000","4,39,00,000","3,88,70,000","5,70,70,000","6,07,00,000","6,07,00,000"
Hum Hain Khalnayak, 6 Dec 1996 , 124 min  ,Drama,Disaster,15,"2,44,000","30,00,000",None,None,None,None,"33,06,000","33,00,000","33,00,000"
Chup Chup Ke, 9 Jun 2006 , 164 min  ,Comedy,Average,350,"35,54,000","12,00,00,000","1,28,00,000","4,18,00,000","7,08,00,000","7,64,18,000","13,15,68,000","19,37,00,000","25,58,00,000"
Chambal Ki Kasam, 1 Oct 1999 , 0 min  ,Action,Disaster,20,"1,67,500","30,00,000",None,None,None,None,"28,00,000","28,00,000","28,00,000"
Ra.One, 26 Oct 2011 , 151 min  ,Action,Hit,2900,"1,61,50,000","1,30,00,00,000","14,73,00,000","52,65,00,000","90,53,00,000","96,68,75,000","1,61,61,55,000","1,53,95,00,000","2,07,38,62,500"
Lucky - No Time for Love, 1 Apr 2005 , 132 min  ,Love Story,Below Average,400,"52,09,000","14,00,00,000","2,32,00,000","6,57,00,000","10,15,00,000","11,80,15,000","17,88,93,750","23,09,00,000","27,81,50,000"
Satya Bol, 1 Oct 2004 , 137 min  ,Drama,Disaster,30,"34,300","75,00,000",None,None,"12,00,000",None,"17,28,000","20,50,000","20,50,000"
Neal N Nikki, 9 Dec 2005 , 123 min  ,Rom - Com,Flop,200,"13,38,000","7,00,00,000","1,05,00,000","2,98,00,000","4,40,00,000","5,38,16,000","7,81,20,000","8,61,00,000","10,79,50,000"
Chaska - An Addiction, 23 Dec 2005 , 96 min  ,Adult,Disaster,1,"45,000","20,00,000",None,None,None,None,"12,49,500","12,50,000","12,50,000"
Benny And Babloo, 1 Oct 2010 , 119 min  ,Comedy,Disaster,60,"10,150","4,75,00,000","1,60,000","5,25,000","7,05,000","7,24,500","9,72,900","10,00,000","10,00,000"
