movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
Thoda Pyaar Thoda Magic, 27 Jun 2008 , 140 min  ,Drama,Flop,750,"40,85,000","23,00,00,000","3,34,00,000","11,52,00,000","16,85,00,000","19,76,76,000","28,80,00,000","29,90,00,000","37,25,30,000"
Shringaar, 13 Dec 2013 , 128 min  ,Adult,Disaster,20,"36,300","40,00,000",None,None,None,None,"15,29,000","15,25,000","15,25,000"
Rangrezz, 22 Mar 2013 , 144 min  ,Drama,Disaster,1150,"8,03,000","23,00,00,000","1,13,00,000","4,08,00,000","6,34,00,000","5,95,56,750","9,19,20,250","9,04,00,000","9,71,81,250"
Ek Chalis Ki Last Local, 18 May 2007 , 143 min  ,Comedy,Disaster,140,"2,95,000","3,50,00,000","29,00,000","1,06,00,000","1,54,50,000","1,46,28,000","2,13,21,000","2,50,00,000","2,50,00,000"
Joker, 31 Aug 2012 , 105 min  ,Sci Fi / Fantasy,Disaster,1950,"28,12,000","47,00,00,000","4,66,00,000","14,21,00,000","18,72,00,000","22,23,93,500","29,48,29,500","27,53,00,000","32,10,87,500"
Krishna, 29 Sep 2006 , 100 min  ,Animation,Disaster,115,"1,39,500","3,25,00,000","11,00,000","42,00,000","61,00,000","59,64,000","86,62,000","1,07,00,000","1,07,00,000"
Jai Jagannath, 13 Jul 2007 , 127 min  ,Devotional,Disaster,10,"11,400","4,00,00,000",None,None,None,None,"4,48,500","4,50,000","4,50,000"
Luv Shuv Tey Chicken Khurana, 2 Nov 2012 , 134 min  ,Comedy,Flop,450,"7,34,000","11,00,00,000","1,00,00,000","3,42,00,000","5,11,00,000","5,94,53,000","8,15,54,000","8,58,00,000","10,97,80,000"
7 Khoon Maaf, 18 Feb 2011 , 153 min  ,Thriller,Flop,975,"25,10,000","25,00,00,000","3,31,00,000","10,08,00,000","14,69,00,000","15,91,38,000","23,08,34,000","26,20,00,000","30,07,00,000"
Deewane, 11 Aug 2000 , 164 min  ,Drama,Flop,245,"48,49,000","8,50,00,000","73,00,000","2,09,00,000","3,70,00,000","3,78,57,000","6,61,86,000","11,68,00,000","12,25,18,750"
Josh, 9 Jun 2000 , 161 min  ,Action,Average,300,"1,21,34,000","16,00,00,000","1,25,00,000","3,71,00,000","7,25,00,000","8,82,86,500","15,81,25,000","30,05,00,000","35,06,51,500"
Bindiya Aur Bandook 2, 26 Dec 2003 , 139 min  ,Action,Disaster,2,"1,45,000","30,00,000",None,None,None,None,"32,97,000","33,00,000","33,00,000"
Santa Banta Pvt. Ltd., 22 Apr 2016 , 113 min  ,Comedy,Disaster,550,"98,500","9,50,00,000","18,00,000","63,00,000","89,00,000","86,94,000","1,22,82,000","1,25,00,000","1,25,00,000"
Kala Sach - The Black Truth, 7 Aug 2015 , 135 min  ,Drama,Disaster,20,"6,700",None,None,None,None,None,"6,75,000","6,75,000","6,75,000"
The Real Story Of Terror - Barsati Gang, 3 Nov 2017 , 134 min  ,Drama,Disaster,2,"2,325",None,None,None,None,None,"1,20,000","1,20,000","1,20,000"
Badlapur Boys, 12 Dec 2014 , 151 min  ,Drama,Disaster,575,"1,02,000","7,00,00,000","15,00,000","52,00,000","77,50,000","70,20,000","1,04,62,500","1,09,00,000","1,09,00,000"
Hadh Kar Di Aapne, 14 Apr 2000 , 134 min  ,Comedy,Average,205,"79,82,000","8,00,00,000","66,00,000","2,00,00,000","3,88,00,000","3,77,56,250","7,15,27,750","18,98,00,000","20,07,37,500"
Kaante, 20 Dec 2002 , 148 min  ,Action,Below Average,450,"1,01,58,000","30,00,00,000","2,04,00,000","5,87,00,000","10,38,00,000","13,01,34,000","21,49,56,000","33,12,00,000","42,96,00,000"
Pyaar Zindagi Hai, 7 Sep 2001 , 157 min  ,Love Story,Disaster,2,"54,400","55,00,000",None,None,None,None,"10,98,500","11,00,000","11,00,000"
Alone, 16 Jan 2015 , 133 min  ,Horror,Flop,1600,"24,05,000","19,00,00,000","3,38,00,000","11,17,00,000","16,76,00,000","15,43,28,000","23,07,84,000","25,07,00,000","25,84,50,000"
Apradhi Kaun?, 2 Jun 2000 , 129 min  ,Mystery,Disaster,25,"2,41,000","40,00,000","4,25,000","11,50,000","18,50,000","19,43,500","31,26,500","47,00,000","47,00,000"
Aurat Aur Intequam, 27 Nov 1998 , 112 min  ,Adult,Disaster,1,"66,900","10,00,000",None,None,None,None,"9,51,500","9,50,000","9,50,000"
Tadipaar, 17 Dec 1993 , 134 min  ,Drama,Flop,145,"47,52,000","1,75,00,000","24,00,000","69,00,000","1,17,00,000","1,29,03,000","2,18,79,000","4,30,00,000","4,36,30,000"
Aasma - The Sky Is the Limit, 23 Jan 2009 , 109 min  ,Drama,Disaster,15,"2,050","1,25,00,000","30,000","1,00,000","1,35,000","1,38,000","1,86,300","2,00,000","2,00,000"
Manasarovar, 8 Jul 2005 , 90 min  ,Drama,Disaster,5,"1,750","25,00,000",None,None,None,None,"1,45,000","1,45,000","1,45,000"
Waiting, 27 May 2016 , 99 min  ,Drama,Disaster,275,"2,13,000","6,50,00,000","27,00,000","1,29,00,000","2,07,50,000","1,79,31,000","2,88,42,500","3,70,00,000","3,70,00,000"
Husn - Love & Betrayal, 14 Jul 2006 , 120 min  ,Thriller,Disaster,20,"1,05,000","1,75,00,000","3,25,000","10,00,000","15,00,000","14,50,000","21,75,000","37,00,000","37,00,000"
Shab, 14 Jul 2017 , 109 min  ,Drama,Disaster,60,"6,200",None,None,None,"9,35,000",None,"12,43,550","12,75,000","12,75,000"
Love Khichdi, 28 Aug 2009 , 129 min  ,Rom - Com,Disaster,100,"45,100","2,25,00,000","5,75,000","19,00,000","26,00,000","26,03,000","35,62,000","36,50,000","36,50,000"
Tara Rani Ki Amar Katha, 27 May 1994 , 139 min  ,Devotional,Disaster,2,"1,42,500","10,00,000",None,None,None,None,"11,75,000","11,75,000","11,75,000"
Sangharsh, 3 Sep 1999 , 126 min  ,Thriller,Below Average,160,"44,64,000","4,00,00,000","64,00,000","1,75,00,000","2,97,00,000","3,14,05,000","5,30,41,500","10,24,00,000","10,58,80,000"
Dil Diya Hai, 8 Sep 2006 , 126 min  ,Thriller,Disaster,225,"5,47,000","8,50,00,000","51,00,000","1,44,00,000","2,06,00,000","2,03,04,000","2,90,46,000","3,25,00,000","3,25,00,000"
Bachelor Of Love - B.A. Fail, 6 Mar 2015 , 119 min  ,Adult,Disaster,2,"28,400",None,None,None,None,None,"12,24,000","12,25,000","12,25,000"
Ghazab Nagariya, 21 Mar 2014 , 0 min  ,Drama,Disaster,10,"5,125","60,00,000",None,None,None,None,"2,14,500","2,15,000","2,15,000"
Happy Husbands, 25 Mar 2011 , 135 min  ,Comedy,Disaster,175,"65,900","3,00,00,000","7,75,000","25,00,000","35,50,000","34,75,000","49,34,500","54,00,000","54,00,000"
Pardes, 8 Aug 1997 , 191 min  ,Love Story,Super Hit,210,"2,04,75,000","10,00,00,000","61,00,000","2,00,00,000","3,64,50,000","3,40,09,000","6,19,66,000","34,83,00,000","40,95,00,000"
1 13 7 - Ek Tera Saath, 21 Oct 2016 , 119 min  ,Love Story,Disaster,450,"71,700",None,"12,00,000","40,00,000","60,50,000","58,80,000","88,93,500","94,00,000","94,00,000"
Jai Maa Karwa Chauth, 14 Oct 1994 , 134 min  ,Devotional,Disaster,5,"1,40,000","8,00,000",None,None,None,None,"10,98,000","11,00,000","11,00,000"
Maut, 17 Jul 1998 , 0 min  ,Horror,Average,7,"4,68,000","25,00,000",None,None,None,None,"73,96,000","74,00,000","74,00,000"
Koi Mil Gaya, 8 Aug 2003 , 171 min  ,Masala,Super Hit,450,"1,94,32,000","30,00,00,000","2,25,00,000","6,45,00,000","12,90,00,000","13,18,67,000","24,54,39,000","72,49,00,000","82,32,62,500"
Wake Up Sid, 2 Oct 2009 , 137 min  ,Drama,Semi Hit,500,"41,29,000","18,00,00,000","3,66,00,000","10,42,00,000","15,68,00,000","18,20,87,000","26,83,48,000","38,13,00,000","47,10,75,000"
Aakhri Dacait, 10 Nov 2000 , 132 min  ,Action,Disaster,5,"1,33,500","45,00,000",None,None,None,None,"23,94,000","24,00,000","24,00,000"
Mohenjo Daro, 12 Aug 2016 , 155 min  ,Drama,Flop,2700,"60,17,000","1,38,00,00,000","8,80,00,000","29,82,00,000","47,76,00,000","58,36,40,000","91,11,80,000","74,93,00,000","1,04,07,50,000"
Deshdrohi, 14 Nov 2008 , 140 min  ,Action,Disaster,75,"2,22,000","3,00,00,000","7,00,000","21,00,000","31,00,000","31,92,000","47,12,000","89,00,000","89,00,000"
Shakal Pe Mat Ja, 18 Nov 2011 , 138 min  ,Comedy,Disaster,275,"72,300","4,00,00,000","11,00,000","36,00,000","49,50,000","49,32,000","67,81,500","69,00,000","69,00,000"
Shaheed-E-Aazam, 19 Jan 2018 , 145 min  ,Drama,,0,--,None,None,None,None,None,--,None,None
Chand Sa Roshan Chehra, 4 Mar 2005 , 143 min  ,Love Story,Disaster,60,"1,47,000","1,50,00,000","7,00,000","19,00,000","28,00,000","27,17,000","40,04,000","52,00,000","52,52,500"
Inkaar, 18 Jan 2013 , 133 min  ,Drama,Flop,800,"11,68,000","14,00,00,000","1,68,00,000","6,02,00,000","9,23,00,000","8,85,90,750","13,49,34,250","13,86,00,000","14,93,50,000"
2 Piece, 23 Sep 2005 , 0 min  ,Adult,Disaster,2,"57,800","15,00,000",None,None,None,None,"14,96,500","15,00,000","15,00,000"
Mittal Vs Mittal, 26 Mar 2010 , 134 min  ,Drama,Disaster,100,"28,700","3,25,00,000","4,25,000","13,50,000","18,25,000","18,76,500","25,36,750","26,00,000","26,00,000"
Aetbaar, 23 Jan 2004 , 154 min  ,Drama,Disaster,275,"15,94,000","9,50,00,000","67,00,000","1,88,00,000","2,80,00,000","3,43,85,250","5,04,90,000","6,29,00,000","7,96,42,500"
Khamoshi, 9 Aug 1996 , 163 min  ,Drama,Flop,175,"62,76,000","6,00,00,000","54,00,000","1,68,00,000","2,92,50,000","2,82,24,000","4,91,40,000","11,58,00,000","14,26,12,500"
Entertainment, 8 Aug 2014 , 140 min  ,Comedy,Flop,2850,"82,58,000","81,00,00,000","8,97,00,000","31,25,00,000","49,90,00,000","51,20,00,000","80,25,80,000","87,87,00,000","1,03,30,30,000"
Jigariyaa, 10 Oct 2014 , 141 min  ,Love Story,Disaster,350,"20,600","6,00,00,000","3,75,000","13,00,000","19,00,000","17,42,000","25,46,000","27,00,000","27,00,000"
Chhupa Rustam, 23 Mar 2001 , 129 min  ,Mystery,Average,120,"41,42,000","3,25,00,000","27,00,000","75,00,000","1,57,50,000","1,29,75,000","2,72,47,500","9,35,00,000","9,46,62,500"
Muhafiz, 11 Mar 1994 , 126 min  ,Drama,Disaster,3,"95,000",None,None,None,None,None,"10,54,500","10,50,000","41,75,000"
Laali Ki Shaadi Mein Laaddoo Deewana, 7 Apr 2017 , 130 min  ,Comedy,Disaster,700,"93,800",None,"15,00,000","59,00,000","85,50,000","81,42,000","1,17,99,000","1,23,00,000","1,23,00,000"
Chakallaspur, 12 May 2017 , 124 min  ,Drama,Disaster,2,475,None,None,None,None,None,"35,000","35,000","35,000"
Ab Insaf Hoga, 6 Jan 1995 , 148 min  ,Drama,Disaster,75,"14,36,000","1,50,00,000","13,25,000","38,00,000","62,75,000","54,72,000","90,36,000","1,50,00,000","1,52,18,750"
Wrong Love, 30 Dec 2016 , 117 min  ,Drama,Disaster,2,"2,825",None,None,None,None,None,"1,80,000","1,80,000","1,80,000"
Jawani Diwani - A Youtful Joyride, 6 Jan 2006 , 115 min  ,Comedy,Flop,275,"13,46,000","4,75,00,000","94,00,000","2,58,00,000","3,70,00,000","3,68,57,250","5,28,49,750","6,72,00,000","6,75,54,000"
Aisha, 6 Aug 2010 , 131 min  ,Rom - Com,Flop,625,"21,35,000","18,00,00,000","2,62,00,000","8,73,00,000","12,64,00,000","14,13,90,500","20,42,79,000","21,41,00,000","25,52,62,500"
Loha, 17 Oct 1997 , 129 min  ,Action,Below Average,100,"26,18,000","1,50,00,000","26,00,000","72,00,000","1,22,00,000","1,24,56,000","2,11,06,000","3,98,00,000","4,01,26,250"
Love In Jungle, 17 Jan 2003 , 0 min  ,Love Story,Disaster,1,"40,500","20,00,000",None,None,None,None,"8,25,000","8,25,000","8,25,000"
Hum Pyar Tumhi Se Kar Baithe, 5 Nov 2002 , 138 min  ,Love Story,Disaster,10,"54,600","1,50,00,000","1,00,000","3,50,000","5,50,000","5,70,500","8,96,500","13,00,000","13,00,000"
Apna Asmaan, 7 Sep 2007 , 97 min  ,Drama,Disaster,45,"19,650","3,00,00,000","2,25,000","7,75,000","11,00,000","11,00,500","15,62,000","17,00,000","17,00,000"
Guardians Who Loved Us, 20 Jun 2014 , 136 min  ,Love Story,Disaster,50,"10,500","50,00,000",None,None,None,None,"4,76,000","4,75,000","4,75,000"
Tara - The Journey Of Love & Passion, 12 Jul 2013 , 127 min  ,Drama,Disaster,50,"10,950","1,50,00,000","2,00,000","6,00,000","8,25,000","8,22,000","11,30,250","12,00,000","12,00,000"
Rog, 7 Jan 2005 , 115 min  ,Mystery,Disaster,160,"6,93,000","3,50,00,000","44,00,000","1,30,00,000","1,92,00,000","1,88,50,000","2,78,40,000","3,23,00,000","3,23,00,000"
A Strange Love Story, 3 Jun 2011 , 120 min  ,Drama,Disaster,90,"30,400","2,75,00,000","3,25,000","10,25,000","14,35,000","14,24,750","19,94,650","22,00,000","22,00,000"
Hastey Hastey - Follow Your Heart, 30 May 2008 , 127 min  ,Comedy,Disaster,175,"1,45,000","4,50,00,000","18,00,000","61,00,000","83,50,000","85,40,000","1,16,90,000","1,30,00,000","1,30,00,000"
Rann, 29 Jan 2010 , 137 min  ,Drama,Disaster,750,"13,80,000","21,00,00,000","1,40,00,000","4,62,00,000","6,77,00,000","7,94,81,000","11,37,76,000","11,17,00,000","13,76,00,000"
Calcutta Mail, 5 Sep 2003 , 128 min  ,Thriller,Disaster,125,"10,67,000","5,75,00,000","45,00,000","1,29,00,000","1,95,00,000","2,12,09,250","3,21,56,250","3,93,00,000","4,34,17,500"
D, 3 Jun 2005 , 107 min  ,Action,Flop,250,"19,14,000","6,50,00,000","1,00,00,000","2,80,00,000","4,22,50,000","4,00,40,000","6,04,17,500","8,47,00,000","8,49,61,000"
Sehme Huay Sitaren, 1 Dec 1995 , 0 min  ,Drama,Disaster,1,"1,800","7,50,000",None,None,None,None,"37,500","37,500","37,500"
Life Express, 17 Sep 2010 , 125 min  ,Drama,Disaster,45,"6,725","1,50,00,000","1,15,000","3,50,000","4,60,000","4,83,000","6,34,800","6,50,000","6,50,000"
Shikhar, 30 Dec 2005 , 156 min  ,Drama,Disaster,350,"18,52,000","14,00,00,000","1,21,00,000","3,62,00,000","5,27,00,000","5,50,04,000","8,02,34,000","9,40,00,000","10,34,50,000"
Zindagi 50-50, 24 May 2013 , 127 min  ,Drama,Disaster,350,"1,40,500","3,50,00,000","13,00,000","40,00,000","58,50,000","54,40,000","79,56,000","86,00,000","86,00,000"
Meri Pyaari Bindu, 12 May 2017 , 119 min  ,Rom - Com,Flop,750,"8,35,000","22,00,00,000","1,67,00,000","6,16,00,000","8,81,00,000","11,78,74,000","16,69,64,000","12,76,00,000","17,79,10,000"
With Luv... Tumhaara, 1 Dec 2006 , 119 min  ,Love Story,Disaster,20,"8,850","2,25,00,000","75,000","2,50,000","3,50,000","3,67,500","5,14,500","6,25,000","6,25,000"
Gangapur Ki Geeta, 11 Feb 1994 , 144 min  ,Action,Disaster,55,"12,59,000","45,00,000","5,75,000","14,75,000","24,75,000","27,73,000","46,53,000","94,00,000","94,46,875"
Pairon Talle, 5 Oct 2012 , 99 min  ,Thriller,Disaster,10,"1,600","50,00,000","40,000","1,25,000","1,75,000","1,60,000","2,24,000","2,55,000","2,55,000"
Saare Jahaan Se Mehnga, 8 Mar 2013 , 108 min  ,Comedy,Disaster,325,"70,300","5,00,00,000","10,00,000","39,00,000","57,50,000","53,04,000","78,20,000","83,00,000","83,00,000"
Poonam Ki Raat, 10 Dec 1999 , 0 min  ,Horror,Disaster,1,"13,500","12,50,000",None,None,None,None,"2,25,000","2,25,000","2,25,000"
Yash, 30 Aug 1996 , 133 min  ,Drama,Disaster,50,"3,69,000","1,00,00,000","3,50,000","15,50,000","25,50,000","26,19,500","43,09,500","59,00,000","59,07,150"
Ek Villain, 27 Jun 2014 , 130 min  ,Thriller,Super Hit,2500,"1,12,39,000","39,00,00,000","16,43,00,000","48,75,00,000","72,65,00,000","78,53,25,000","1,14,81,75,000","1,31,28,00,000","1,53,18,00,000"
Aflatoon, 19 Dec 1997 , 152 min  ,Action,Flop,205,"53,17,000","4,50,00,000","57,00,000","1,56,00,000","2,70,00,000","2,69,88,000","4,67,10,000","9,46,00,000","9,79,36,250"
Housefull, 30 Apr 2010 , 156 min  ,Comedy,Hit,1700,"1,18,73,000","47,00,00,000","9,32,00,000","30,97,00,000","47,35,00,000","51,24,17,000","77,43,45,000","98,37,00,000","1,16,30,35,000"
Salaam Namaste, 9 Sep 2005 , 158 min  ,Rom - Com,Hit,325,"63,29,000","11,00,00,000","2,15,00,000","6,84,00,000","11,49,00,000","15,84,33,500","24,98,93,500","37,63,00,000","57,23,00,000"
Raees, 25 Jan 2017 , 143 min  ,Action,Semi Hit,3400,"1,37,82,000","1,27,00,00,000","20,29,00,000","59,48,00,000","1,02,00,00,000","1,28,13,56,000","2,04,68,00,000","1,76,64,00,000","2,72,52,00,000"
Dunno Y2... Life Is A Moment, 18 Sep 2015 , 97 min  ,Drama,Disaster,20,"7,600",None,None,None,None,None,"14,30,000","14,25,000","14,25,000"
Sssshhh, 24 Oct 2003 , 167 min  ,Horror,Flop,150,"14,96,000","3,50,00,000","46,00,000","1,18,00,000","1,98,25,000","1,79,53,750","3,02,97,750","5,50,00,000","5,59,95,500"
Main Phir Aaoongi, 13 Nov 1998 , 135 min  ,Horror,Disaster,10,"2,03,000","25,00,000",None,None,None,None,"33,06,000","33,00,000","33,00,000"
Jai Bhawani, 14 Jul 2000 , 83 min  ,Drama,Disaster,30,"2,33,000","30,00,000",None,None,"13,00,000",None,"21,97,000","40,50,000","40,50,000"
Right Yaa Wrong, 12 Mar 2010 , 135 min  ,Thriller,Disaster,600,"4,71,000","22,00,00,000","52,00,000","1,73,00,000","2,48,00,000","2,35,28,000","3,37,28,000","3,50,00,000","3,50,00,000"
Sirf...., 25 Apr 2008 , 142 min  ,Drama,Disaster,110,"62,950","3,00,00,000","7,50,000","27,00,000","37,75,000","37,53,000","52,47,250","55,50,000","55,50,000"
Kasam Teri Kasam, 24 Dec 1993 , 157 min  ,Drama,Disaster,50,"10,21,000","65,00,000","5,75,000","18,25,000","30,25,000","33,39,750","55,35,750","96,00,000","96,63,000"
God Only Knows!, 16 Jan 2004 , 118 min  ,Comedy,Disaster,15,"36,300","1,25,00,000","1,75,000","5,75,000","9,00,000","8,74,000","13,68,000","25,00,000","25,00,000"
Chala Mussaddi - Office Office, 5 Aug 2011 , 112 min  ,Comedy,Disaster,350,"1,32,000","6,50,00,000","22,00,000","70,00,000","1,00,00,000","93,80,000","1,34,00,000","1,39,00,000","1,39,00,000"
Abhay, 16 Nov 2001 , 141 min  ,Thriller,Disaster,80,"9,33,000",None,"28,00,000","78,00,000","1,28,00,000","1,27,92,000","2,09,92,000","3,30,00,000","3,31,05,600"
3G, 15 Mar 2013 , 125 min  ,Thriller,Flop,1200,"6,62,000","13,00,00,000","1,00,00,000","2,91,00,000","5,17,00,000","3,95,76,000","7,03,12,000","7,45,00,000","7,45,00,000"
Khooni, 28 Jan 2005 , 91 min  ,Horror,Disaster,1,"85,200","25,00,000",None,None,None,None,"21,00,000","21,00,000","21,00,000"
Kyaa Kool Hai Hum, 6 May 2005 , 172 min  ,Comedy,Hit,250,"44,67,000","5,00,00,000","92,00,000","3,21,00,000","5,32,00,000","4,86,00,000","8,02,08,500","21,98,00,000","22,85,00,000"
Dastak, 29 Nov 1996 , 144 min  ,Thriller,Flop,110,"30,32,000","3,25,00,000","21,00,000","68,00,000","1,24,50,000","1,16,28,000","2,12,89,500","5,14,00,000","5,22,93,750"
Corporate, 7 Jul 2006 , 142 min  ,Drama,Average,250,"22,56,000","6,75,00,000","1,17,00,000","3,69,00,000","5,89,00,000","5,50,19,000","8,74,19,000","14,55,00,000","15,05,60,000"
Phool Bani Phoolan, 8 Oct 1999 , 0 min  ,Drama,Disaster,1,"39,700","35,00,000",None,None,None,None,"6,48,750","6,50,000","6,50,000"
Jeeo Shaan Se, 14 Mar 1997 , 133 min  ,Drama,Disaster,90,"10,09,000","1,50,00,000","14,25,000","38,00,000","59,25,000","66,50,000","1,03,68,750","1,49,00,000","1,50,44,000"
Yaara Silly Silly, 6 Nov 2015 , 107 min  ,Drama,Disaster,400,"33,500",None,"7,50,000","25,00,000","35,75,000","34,50,000","49,33,500","51,00,000","51,00,000"
Baaraat Company, 4 Aug 2017 , 125 min  ,Rom - Com,Disaster,200,"6,225",None,None,None,None,None,"7,86,000","7,85,000","7,85,000"
Eena Meena Deeka, 12 Aug 1994 , 137 min  ,Masala,Flop,185,"59,46,000","2,80,00,000","38,00,000","1,06,00,000","1,84,75,000","1,81,26,000","3,15,92,250","6,72,00,000","6,87,75,000"
Jazbaa, 9 Oct 2015 , 122 min  ,Thriller,Flop,1650,"24,16,000","28,00,00,000","3,94,00,000","14,29,00,000","19,86,00,000","27,55,49,500","37,50,78,000","31,12,00,000","42,96,92,500"
Befikre, 9 Dec 2016 , 132 min  ,Rom - Com,Below Average,2150,"59,17,000","64,00,00,000","10,35,00,000","34,43,00,000","48,81,00,000","60,27,09,000","83,76,03,000","83,40,00,000","1,03,98,75,000"
Pitaah, 4 Jan 2002 , 135 min  ,Drama,Flop,275,"30,27,000","7,50,00,000","74,00,000","2,07,00,000","3,18,50,000","3,66,64,000","5,59,30,000","7,90,00,000","8,35,83,750"
Biwi Anari Saali Khiladi, 9 Aug 2002 , 114 min  ,Comedy,Disaster,1,"43,700","10,00,000",None,None,None,None,"8,50,000","8,50,000","8,50,000"
Suraj, 27 Jun 1997 , 132 min  ,Action,Flop,120,"28,13,000","2,25,00,000","28,00,000","76,00,000","1,27,50,000","1,33,00,000","2,23,12,500","4,39,00,000","4,46,20,000"
Dil Pe Mat Le Yaar, 6 Oct 2000 , 144 min  ,Rom - Com,Disaster,45,"5,85,000","2,75,00,000","9,50,000","29,00,000","52,00,000","53,37,000","94,08,000","1,60,00,000","1,71,50,000"
Dekh Tamasha Dekh, 18 Apr 2014 , 108 min  ,Drama,Disaster,125,"23,400","2,25,00,000","2,75,000","12,00,000","17,95,000","16,44,000","24,59,150","26,00,000","26,00,000"
Aap Ki Khatir, 25 Aug 2006 , 130 min  ,Love Story,Disaster,350,"15,12,000","16,00,00,000","1,24,00,000","3,59,00,000","5,33,00,000","7,21,15,000","10,48,45,000","8,96,00,000","13,23,80,000"
Soundtrack, 7 Oct 2011 , 132 min  ,Drama,Disaster,225,"78,100","5,50,00,000","13,00,000","42,50,000","58,25,000","58,22,500","79,80,250","85,00,000","85,00,000"
Mumbai Xpress, 15 Apr 2005 , 152 min  ,Comedy,Flop,150,"8,64,000","4,50,00,000","45,00,000","1,38,00,000","2,16,00,000","2,08,27,750","3,24,19,250","5,00,00,000","5,17,50,000"
7 1/2 Phere, 29 Jul 2005 , 138 min  ,Comedy,Disaster,50,"1,80,500","2,00,00,000","11,00,000","40,00,000","65,00,000","54,00,000","87,75,000","1,52,00,000","1,52,00,000"
Apne Ghayal Indian, 28 Sep 2012 , 115 min  ,Drama,Disaster,1,"3,775","10,00,000",None,None,None,None,"1,40,000","1,40,000","1,40,000"
Kambakkht Ishq, 3 Jul 2009 , 139 min  ,Rom - Com,Average,1500,"85,68,000","65,00,00,000","7,42,00,000","22,62,00,000","33,10,00,000","42,72,64,000","61,15,80,000","64,32,00,000","85,56,30,000"
Munnabhai M.B.B.S., 19 Dec 2003 , 156 min  ,Comedy,Hit,265,"78,82,000","10,00,00,000","1,06,00,000","3,35,00,000","6,08,00,000","5,51,60,000","9,87,03,500","33,90,00,000","36,28,87,500"
Khakee, 23 Jan 2004 , 180 min  ,Action,Average,525,"99,82,000","26,00,00,000","2,05,00,000","6,10,00,000","10,81,00,000","11,49,58,750","19,63,63,500","38,70,00,000","45,39,70,000"
